,time_left,ct_score,t_score,map,bomb_planted,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive
105595,175.0,4,11,de_nuke,0,500,500,0,300,4000,1250,0,0,0,5,5
105596,175.0,4,11,de_nuke,0,500,500,0,300,4000,1250,0,0,0,5,5
105597,175.0,4,11,de_nuke,0,500,500,0,300,4000,1250,0,0,0,5,5
105598,175.0,4,11,de_nuke,0,500,500,0,300,4000,1250,0,0,0,5,5
105599,175.0,4,11,de_nuke,0,500,500,0,300,4000,1250,0,0,0,5,5
105600,175.0,4,11,de_nuke,0,500,500,100,300,3350,1250,0,0,0,5,5
105601,175.0,4,11,de_nuke,0,500,500,200,300,2700,1250,0,0,0,5,5
105602,175.0,4,11,de_nuke,0,500,500,300,300,2050,1250,0,0,0,5,5
105603,175.0,4,11,de_nuke,0,500,500,300,300,2050,1250,0,0,0,5,5
105604,158.78,4,11,de_nuke,0,500,500,400,400,1400,600,0,0,0,5,5
105605,98.78,4,11,de_nuke,0,500,400,500,300,1050,450,0,0,0,5,4
105606,78.78,4,11,de_nuke,0,400,200,400,200,1200,600,0,0,0,4,2
105607,58.78,4,11,de_nuke,0,300,200,300,200,750,900,0,0,0,3,2
105608,37.14,4,11,de_nuke,1,100,100,100,100,450,1350,0,0,0,1,1
105609,174.91,4,12,de_nuke,0,500,500,0,91,11450,18650,0,0,0,5,5
105610,114.92,4,12,de_nuke,0,500,500,300,500,1850,350,2,5,0,5,5
105611,94.92,4,12,de_nuke,0,500,400,300,400,2150,250,2,4,0,5,4
105612,74.92,4,12,de_nuke,0,435,318,275,396,2150,250,2,4,0,5,4
105613,54.92,4,12,de_nuke,0,335,168,275,289,1800,400,2,3,0,4,3
105614,34.92,4,12,de_nuke,0,335,168,275,289,1800,400,2,3,0,4,3
105615,14.92,4,12,de_nuke,0,335,168,275,289,1800,400,2,3,0,4,3
105616,174.91,4,13,de_nuke,0,500,500,0,190,15050,18400,0,2,0,5,5
105617,114.9,4,13,de_nuke,0,500,500,0,490,12750,2800,0,5,0,5,5
105618,94.9,4,13,de_nuke,0,500,500,0,490,12450,2800,0,5,0,5,5
105619,74.9,4,13,de_nuke,0,307,500,0,490,10400,3100,0,5,0,4,5
105620,174.91,4,14,de_nuke,0,500,500,0,483,26950,20550,0,5,0,5,5
105621,114.9,4,14,de_nuke,0,500,500,500,483,350,16550,2,5,0,5,5
105622,94.9,4,14,de_nuke,0,500,500,500,483,350,16550,2,5,0,5,5
105623,74.91,4,14,de_nuke,0,500,346,500,373,650,13650,2,4,0,5,4
105624,174.91,5,14,de_nuke,0,500,500,491,0,18100,23550,2,0,0,5,5
105625,114.9,5,14,de_nuke,0,500,500,500,500,10950,1050,4,5,4,5,5
105626,94.9,5,14,de_nuke,0,500,500,500,500,10950,1050,4,5,4,5,5
105627,74.91,5,14,de_nuke,0,500,458,499,485,10950,1050,4,5,4,5,5
105628,54.91,5,14,de_nuke,0,500,458,499,485,10950,1050,4,5,4,5,5
105630,14.91,5,14,de_nuke,0,374,300,395,300,7900,850,4,3,4,4,3
105631,32.22,5,14,de_nuke,1,274,212,295,287,5400,1450,3,3,3,3,3
105632,174.91,5,15,de_nuke,0,500,500,0,86,23950,19100,0,1,0,5,5
105633,114.9,5,15,de_nuke,0,500,500,400,486,500,2800,1,5,0,5,5
105634,94.9,5,15,de_nuke,0,500,400,400,386,800,2750,1,4,0,5,4
105635,174.95,6,15,de_nuke,0,500,500,388,0,18050,9800,1,0,0,5,5
105636,114.97,6,15,de_nuke,0,500,500,500,100,7650,5550,5,0,4,5,5
105637,174.91,7,15,de_nuke,0,500,500,500,0,25000,13700,5,0,4,5,5
105638,114.91,7,15,de_nuke,0,500,500,500,0,22300,13700,5,0,4,5,5
105639,94.91,7,15,de_nuke,0,500,470,500,0,22300,13400,5,0,4,5,5
105640,74.91,7,15,de_nuke,0,486,396,490,0,22600,10200,5,0,4,5,4
105641,54.91,7,15,de_nuke,0,413,200,445,0,22800,5250,5,0,4,5,2
105642,174.91,8,15,de_nuke,0,500,500,364,0,39650,25700,4,0,4,5,5
105643,114.9,8,15,de_nuke,0,500,500,464,500,31250,1750,5,4,5,5,5
105644,94.9,8,15,de_nuke,0,500,459,464,484,31250,1750,5,4,5,5,5
105645,74.9,8,15,de_nuke,0,488,459,459,484,31250,1750,5,4,5,5,5
105646,54.9,8,15,de_nuke,0,388,417,369,482,20650,2050,4,4,4,4,5
105647,34.9,8,15,de_nuke,0,207,89,257,95,14500,600,3,0,3,3,1
105648,14.91,8,15,de_nuke,0,107,89,183,95,7200,900,2,0,2,2,1
105650,114.91,9,15,de_nuke,0,500,500,496,300,21750,11250,5,1,4,5,5
105651,94.91,9,15,de_nuke,0,500,500,496,400,21750,9300,5,1,4,5,5
105652,74.91,9,15,de_nuke,0,500,500,496,400,21750,9300,5,1,4,5,5
105653,54.92,9,15,de_nuke,0,500,87,496,95,22750,2050,5,0,4,5,1
105654,174.91,10,15,de_nuke,0,500,500,494,0,39300,26300,5,0,4,5,5
105655,114.9,10,15,de_nuke,0,500,500,494,500,35800,1400,5,4,4,5,5
105656,94.9,10,15,de_nuke,0,400,319,394,393,24200,1700,4,4,4,4,4
105657,74.9,10,15,de_nuke,0,400,300,394,300,24500,1250,4,3,4,4,3
105658,54.9,10,15,de_nuke,0,300,274,300,296,18300,1550,3,3,3,3,3
105659,34.9,10,15,de_nuke,0,300,274,300,296,18300,1550,3,3,3,3,3
105660,174.91,11,15,de_nuke,0,500,500,200,0,53350,19300,2,0,2,5,5
105661,114.91,11,15,de_nuke,0,500,500,500,500,34150,10300,5,3,5,5,5
105662,94.91,11,15,de_nuke,0,500,500,500,500,34150,10000,5,3,5,5,5
105663,74.91,11,15,de_nuke,0,400,500,400,500,25300,10300,4,3,4,4,5
105664,30.23,11,15,de_nuke,1,200,465,200,500,12750,11200,2,3,2,2,5
105665,175.0,0,0,de_mirage,0,500,500,0,0,4000,4000,0,0,0,5,5
105666,175.0,0,0,de_mirage,0,500,500,0,100,4000,3350,0,0,0,5,5
105667,175.0,0,0,de_mirage,0,500,500,0,100,4000,3350,0,0,0,5,5
105668,175.0,0,0,de_mirage,0,500,500,0,100,4000,3350,0,0,0,5,5
105669,175.0,0,0,de_mirage,0,500,500,100,100,3350,3350,0,0,0,5,5
105670,175.0,0,0,de_mirage,0,500,500,100,100,3350,3350,0,0,0,5,5
105671,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105672,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105673,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105674,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105675,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105676,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105677,175.0,0,0,de_mirage,0,500,500,100,200,3050,2700,0,0,0,5,5
105678,175.0,0,0,de_mirage,0,500,500,200,200,2400,2700,0,0,0,5,5
105679,175.0,0,0,de_mirage,0,500,500,200,300,2400,2050,0,0,0,5,5
105680,175.0,0,0,de_mirage,0,500,500,200,300,2400,1250,0,0,0,5,5
105681,175.0,0,0,de_mirage,0,500,500,200,300,2400,1250,0,0,0,5,5
105683,98.09,0,0,de_mirage,0,500,500,300,400,950,600,0,0,1,5,5
105684,78.09,0,0,de_mirage,0,455,354,300,389,1250,600,0,0,1,5,4
105686,114.95,1,0,de_mirage,0,500,500,500,0,650,8400,5,0,2,5,5
105687,94.95,1,0,de_mirage,0,500,464,500,0,350,7700,5,0,2,5,5
105689,54.95,1,0,de_mirage,0,400,401,400,0,150,8000,4,0,2,4,5
105690,34.95,1,0,de_mirage,0,400,401,400,0,150,8000,4,0,2,4,5
105691,14.95,1,0,de_mirage,0,200,165,200,0,50,6500,2,0,0,2,4
105692,174.95,1,1,de_mirage,0,500,500,0,0,8850,25550,0,0,0,5,5
105693,114.95,1,1,de_mirage,0,500,500,400,500,4050,7300,0,5,0,5,5
105694,94.95,1,1,de_mirage,0,500,500,500,500,2700,7100,0,5,0,5,5
105695,74.95,1,1,de_mirage,0,500,500,500,500,2700,7100,0,5,0,5,5
105696,54.95,1,1,de_mirage,0,452,500,496,500,2700,7100,0,5,0,5,5
105697,34.95,1,1,de_mirage,0,452,500,496,500,2700,7100,0,5,0,5,5
105698,14.95,1,1,de_mirage,0,52,49,96,186,250,3750,0,2,0,1,2
105699,174.95,2,1,de_mirage,0,500,500,92,90,19950,13900,0,1,0,5,5
105700,114.96,2,1,de_mirage,0,500,500,392,390,1650,5850,2,4,1,5,5
105701,94.96,2,1,de_mirage,0,500,500,492,490,300,1550,2,5,1,5,5
105702,74.96,2,1,de_mirage,0,500,500,492,490,300,1550,2,5,1,5,5
105703,34.64,2,1,de_mirage,1,374,276,388,290,850,650,2,3,1,4,3
105704,14.64,2,1,de_mirage,1,300,100,300,100,850,400,2,1,1,3,1
105705,174.96,3,1,de_mirage,0,500,500,290,0,19600,15950,2,0,1,5,5
105706,114.96,3,1,de_mirage,0,500,500,490,0,5600,13450,5,0,2,5,5
105707,94.96,3,1,de_mirage,0,500,451,490,0,5550,12450,5,0,2,5,5
105708,74.96,3,1,de_mirage,0,500,367,490,0,5550,12450,5,0,2,5,5
105709,54.96,3,1,de_mirage,0,214,3,275,0,4900,2200,3,0,1,3,1
105710,174.96,4,1,de_mirage,0,500,500,272,0,23300,24650,3,0,2,5,5
105711,114.96,4,1,de_mirage,0,500,500,472,500,8600,250,5,5,4,5,5
105712,94.96,4,1,de_mirage,0,500,500,472,500,8600,250,5,5,4,5,5
105713,74.96,4,1,de_mirage,0,500,500,472,500,8600,250,5,5,4,5,5
105714,54.96,4,1,de_mirage,0,500,363,472,391,8900,200,5,4,4,5,4
105715,34.96,4,1,de_mirage,0,474,63,468,91,9800,100,5,1,4,5,1
105716,174.96,5,1,de_mirage,0,500,500,468,0,26350,14750,5,0,4,5,5
105718,175.0,5,1,de_mirage,0,500,500,468,0,22150,14750,5,0,4,5,5
105719,159.53,5,1,de_mirage,0,500,500,468,300,22150,9750,5,1,4,5,5
105720,99.53,5,1,de_mirage,0,500,500,468,300,22150,8550,5,1,4,5,5
105721,79.53,5,1,de_mirage,0,268,300,281,200,12000,5600,3,1,3,3,3
105722,59.53,5,1,de_mirage,0,268,115,281,93,12300,4050,3,1,3,3,2
105724,19.53,5,1,de_mirage,0,200,115,187,93,6350,4350,2,1,2,2,2
105725,33.3,5,1,de_mirage,1,100,115,87,93,2250,4750,1,1,1,1,2
105726,13.3,5,1,de_mirage,1,100,115,87,93,2250,4750,1,1,1,1,2
105727,174.95,5,2,de_mirage,0,500,500,0,93,30050,26400,0,1,0,5,5
105728,114.95,5,2,de_mirage,0,500,500,500,493,1900,7300,3,5,3,5,5
105729,94.95,5,2,de_mirage,0,500,500,500,493,1900,7300,3,5,3,5,5
105730,174.96,6,2,de_mirage,0,500,500,300,0,18850,19900,2,0,2,5,5
105731,114.96,6,2,de_mirage,0,500,500,500,200,10850,11800,4,2,3,5,5
105732,94.96,6,2,de_mirage,0,500,500,500,500,7550,7500,4,3,3,5,5
105733,74.96,6,2,de_mirage,0,500,497,500,498,7550,7500,4,3,3,5,5
105734,54.96,6,2,de_mirage,0,500,399,500,399,7850,5700,4,3,3,5,4
105735,34.96,6,2,de_mirage,0,322,73,393,91,8550,1600,3,1,3,4,1
105736,14.96,6,2,de_mirage,0,233,73,294,91,8000,1900,2,1,2,3,1
105737,174.96,7,2,de_mirage,0,500,500,294,91,24800,19700,2,1,2,5,5
105738,114.96,7,2,de_mirage,0,500,500,494,491,8650,1500,5,5,5,5,5
105739,94.96,7,2,de_mirage,0,500,500,494,491,8650,1500,5,5,5,5,5
105740,74.96,7,2,de_mirage,0,411,147,480,189,9550,250,5,2,5,5,2
105741,54.96,7,2,de_mirage,0,400,100,394,99,8500,150,4,1,4,4,1
105742,174.96,8,2,de_mirage,0,500,500,394,0,26200,18800,4,0,4,5,5
105743,175.0,8,2,de_mirage,0,500,500,494,0,17000,18300,5,0,5,5,5
105744,173.93,8,2,de_mirage,0,500,500,494,400,17000,11500,5,2,5,5,5
105745,113.93,8,2,de_mirage,0,500,500,494,500,17000,9800,5,3,5,5,5
105746,93.93,8,2,de_mirage,0,500,485,494,494,17000,9800,5,3,5,5,5
105747,73.93,8,2,de_mirage,0,452,285,485,294,17600,5600,5,2,5,5,3
105748,53.93,8,2,de_mirage,0,209,191,289,199,14150,4200,3,1,3,3,2
105749,33.94,8,2,de_mirage,0,167,100,193,100,10300,2350,2,1,2,2,1
105750,174.96,9,2,de_mirage,0,500,500,189,0,34750,27300,2,0,2,5,5
105751,114.96,9,2,de_mirage,0,500,500,489,500,14750,3150,5,5,5,5,5
105752,94.96,9,2,de_mirage,0,500,500,489,500,14750,3150,5,5,5,5,5
105753,74.96,9,2,de_mirage,0,500,500,489,500,14750,3150,5,5,5,5,5
105754,174.96,10,2,de_mirage,0,500,500,296,0,32100,20750,3,0,3,5,5
105755,175.0,10,2,de_mirage,0,500,500,496,0,16350,20750,5,0,5,5,5
105756,175.0,10,2,de_mirage,0,500,500,496,400,16350,4550,5,3,5,5,5
105757,157.49,10,2,de_mirage,0,500,500,496,500,16350,650,5,4,5,5,5
105759,77.49,10,2,de_mirage,0,396,300,492,300,16750,400,5,2,5,5,3
105760,57.49,10,2,de_mirage,0,396,200,492,200,17050,250,5,1,5,5,2
105761,37.49,10,2,de_mirage,0,396,100,492,100,17150,100,5,0,5,5,1
105762,17.49,10,2,de_mirage,0,396,100,492,100,17150,100,5,0,5,5,1
105763,174.96,11,2,de_mirage,0,500,500,387,0,33500,17950,4,0,4,5,5
105764,114.96,11,2,de_mirage,0,500,500,487,500,21200,350,5,3,5,5,5
105765,94.96,11,2,de_mirage,0,400,421,391,487,16300,650,4,3,4,4,5
105766,74.96,11,2,de_mirage,0,218,260,277,368,10150,650,3,3,3,3,4
105767,54.96,11,2,de_mirage,0,218,190,277,279,10250,600,3,3,3,3,3
105768,34.96,11,2,de_mirage,0,218,120,277,181,10550,450,3,2,3,3,2
105769,14.96,11,2,de_mirage,0,118,120,177,181,7050,750,2,2,2,2,2
105770,174.96,12,2,de_mirage,0,500,500,177,0,38550,18250,2,0,2,5,5
105771,114.96,12,2,de_mirage,0,500,500,477,300,14350,7300,5,2,5,5,5
105772,94.96,12,2,de_mirage,0,300,372,277,395,12550,550,3,3,3,3,4
105773,175.0,3,12,de_mirage,0,500,500,0,0,4000,4000,0,0,0,5,5
105774,175.0,3,12,de_mirage,0,500,500,300,200,1350,2000,0,0,1,5,5
105775,175.0,3,12,de_mirage,0,500,500,300,300,1350,1300,0,0,1,5,5
105776,175.0,3,12,de_mirage,0,500,500,300,400,1350,650,0,0,1,5,5
105777,175.0,3,12,de_mirage,0,500,500,300,400,1350,650,0,0,1,5,5
105778,175.0,3,12,de_mirage,0,500,500,400,400,700,650,0,0,1,5,5
105779,175.0,3,12,de_mirage,0,500,500,400,400,700,650,0,0,1,5,5
105780,175.0,3,12,de_mirage,0,500,500,400,400,700,650,0,0,1,5,5
105781,175.0,3,12,de_mirage,0,500,500,400,400,700,650,0,0,1,5,5
105782,175.0,3,12,de_mirage,0,500,500,400,400,700,650,0,0,1,5,5
105783,157.12,3,12,de_mirage,0,500,500,400,400,700,650,0,0,1,5,5
105784,97.12,3,12,de_mirage,0,356,386,300,292,550,800,0,0,1,4,4
105785,27.66,3,12,de_mirage,1,56,225,0,160,100,1600,0,0,1,1,3
105786,174.95,3,13,de_mirage,0,500,500,0,160,10800,18700,0,0,0,5,5
105787,114.95,3,13,de_mirage,0,500,500,400,500,1850,750,3,5,0,5,5
105789,74.95,3,13,de_mirage,0,500,500,500,500,850,750,4,5,0,5,5
105790,54.95,3,13,de_mirage,0,200,278,200,375,200,950,1,4,0,2,4
105791,34.95,3,13,de_mirage,0,200,278,200,375,200,950,1,4,0,2,4
105792,14.95,3,13,de_mirage,0,178,185,196,278,500,700,1,3,0,2,3
105793,174.96,3,14,de_mirage,0,500,500,0,184,13350,19100,0,2,0,5,5
105794,114.96,3,14,de_mirage,0,500,500,500,484,1100,5250,4,5,1,5,5
105795,94.96,3,14,de_mirage,0,481,492,497,483,1100,5250,4,5,1,5,5
105796,74.96,3,14,de_mirage,0,443,492,488,483,1100,5250,4,5,1,5,5
105797,54.96,3,14,de_mirage,0,352,466,457,473,1100,5250,4,5,1,5,5
105798,34.96,3,14,de_mirage,0,252,366,357,373,1050,5500,3,4,1,4,4
105799,14.96,3,14,de_mirage,0,100,358,100,371,50,6400,1,4,0,1,4
105800,174.96,3,15,de_mirage,0,500,500,0,367,16200,23300,0,4,0,5,5
105802,94.96,3,15,de_mirage,0,446,500,497,467,150,14250,2,5,0,5,5
105804,28.53,3,15,de_mirage,1,246,300,297,288,750,10000,1,3,0,3,3
105805,8.53,3,15,de_mirage,1,100,0,100,0,600,0,0,0,0,1,0
105806,174.95,4,15,de_mirage,0,500,500,100,0,19450,26750,0,0,0,5,5
105807,114.95,4,15,de_mirage,0,500,500,500,500,950,2900,3,5,1,5,5
105808,94.95,4,15,de_mirage,0,500,500,500,500,950,2900,3,5,1,5,5
105809,74.95,4,15,de_mirage,0,500,400,500,400,1250,1550,3,4,1,5,4
105810,54.95,4,15,de_mirage,0,500,400,500,400,1250,1550,3,4,1,5,4
105811,34.95,4,15,de_mirage,0,500,400,500,400,1250,1550,3,4,1,5,4
105812,14.95,4,15,de_mirage,0,348,308,392,392,1200,1650,3,4,1,4,4
105814,6.07,4,15,de_mirage,1,100,69,100,89,300,850,1,1,1,1,1
105815,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105816,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105817,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105818,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105819,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105820,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105821,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105822,175.0,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
105823,175.0,0,0,de_inferno,0,500,500,0,100,4000,2650,0,0,0,5,5
105824,175.0,0,0,de_inferno,0,500,500,0,100,4000,2650,0,0,0,5,5
105825,175.0,0,0,de_inferno,0,500,500,0,100,4000,2650,0,0,0,5,5
105826,175.0,0,0,de_inferno,0,500,500,0,100,4000,2650,0,0,0,5,5
105827,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105828,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105830,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105831,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105832,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105833,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105834,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105835,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105836,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105837,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105838,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105839,175.0,0,0,de_inferno,0,500,500,0,200,4000,2000,0,0,0,5,5
105840,175.0,0,0,de_inferno,0,500,500,300,200,2050,2000,0,0,0,5,5
105841,170.19,0,0,de_inferno,0,500,500,300,300,2050,550,0,0,0,5,5
105842,110.2,0,0,de_inferno,0,500,500,400,300,600,550,0,0,1,5,5
105843,90.2,0,0,de_inferno,0,500,500,400,300,600,550,0,0,1,5,5
105844,70.2,0,0,de_inferno,0,500,500,400,300,600,550,0,0,1,5,5
105845,34.56,0,0,de_inferno,1,200,493,100,300,150,1750,0,0,1,2,5
105846,174.91,0,1,de_inferno,0,500,500,0,200,10400,18600,0,0,0,5,5
105847,114.92,0,1,de_inferno,0,500,500,300,500,3000,3900,1,5,0,5,5
105848,94.92,0,1,de_inferno,0,390,356,200,384,2750,3700,0,4,0,4,4
105849,74.92,0,1,de_inferno,0,200,226,0,353,2100,4900,0,4,0,2,4
105850,22.85,0,1,de_inferno,1,200,226,0,353,2100,5200,0,4,0,2,4
105851,2.85,0,1,de_inferno,1,200,226,0,353,2100,5200,0,4,0,2,4
105852,174.91,0,2,de_inferno,0,500,500,0,349,15300,23200,0,4,0,5,5
105853,114.91,0,2,de_inferno,0,500,500,0,449,13300,17400,0,5,0,5,5
105854,94.91,0,2,de_inferno,0,357,400,0,366,10850,14100,0,4,0,4,4
105855,74.91,0,2,de_inferno,0,329,400,0,366,10850,14100,0,4,0,4,4
105856,54.91,0,2,de_inferno,0,154,400,0,366,5450,15300,0,4,0,2,4
105857,34.91,0,2,de_inferno,0,100,284,0,276,3350,11200,0,3,0,1,3
105858,26.59,0,2,de_inferno,1,100,284,0,276,3350,11500,0,3,0,1,3
105859,6.59,0,2,de_inferno,1,100,284,0,276,3350,11500,0,3,0,1,3
105860,174.91,0,3,de_inferno,0,500,500,0,54,28800,37000,0,1,0,5,5
105861,114.89,0,3,de_inferno,0,500,500,500,500,4150,16050,3,5,2,5,5
105862,94.89,0,3,de_inferno,0,500,495,500,497,4150,16050,3,5,2,5,5
105863,74.89,0,3,de_inferno,0,500,446,500,478,4150,16050,3,5,2,5,5
105864,54.89,0,3,de_inferno,0,500,446,500,478,4150,16050,3,5,2,5,5
105866,14.89,0,3,de_inferno,0,200,267,200,291,3150,9300,2,3,1,2,3
105867,24.41,0,3,de_inferno,1,200,170,200,191,3250,5700,2,2,1,2,2
105868,174.91,1,3,de_inferno,0,500,500,200,0,23550,28250,2,0,1,5,5
105869,114.89,1,3,de_inferno,0,500,500,500,500,6250,4350,3,5,4,5,5
105870,94.89,1,3,de_inferno,0,500,500,500,500,6250,4350,3,5,4,5,5
105871,74.89,1,3,de_inferno,0,500,438,500,478,6250,4350,3,5,4,5,5
105873,34.89,1,3,de_inferno,0,368,335,400,378,5350,3850,2,4,3,4,4
105874,31.08,1,3,de_inferno,1,35,150,96,188,1400,2700,0,2,1,1,2
105875,11.08,1,3,de_inferno,1,24,150,94,188,1400,2700,0,2,1,1,2
105876,174.92,1,4,de_inferno,0,500,500,94,185,18950,23350,0,2,1,5,5
105877,114.92,1,4,de_inferno,0,500,500,294,485,12650,10150,0,5,1,5,5
105878,94.92,1,4,de_inferno,0,402,500,284,485,12650,10150,0,5,1,5,5
105879,74.92,1,4,de_inferno,0,256,391,284,396,9500,7800,0,4,1,4,4
105880,54.92,1,4,de_inferno,0,256,391,284,396,9500,7800,0,4,1,4,4
105881,20.58,1,4,de_inferno,1,215,391,194,396,7500,8400,0,4,1,3,4
105882,174.91,1,5,de_inferno,0,500,500,0,396,27250,29100,0,4,0,5,5
105883,114.91,1,5,de_inferno,0,500,500,500,496,600,20000,2,5,1,5,5
105884,94.91,1,5,de_inferno,0,500,500,500,496,600,20000,2,5,1,5,5
105885,74.91,1,5,de_inferno,0,500,500,500,496,600,20000,2,5,1,5,5
105886,54.91,1,5,de_inferno,0,500,500,500,496,600,20000,2,5,1,5,5
105887,174.91,2,5,de_inferno,0,500,500,400,0,18150,27100,2,0,1,5,5
105888,114.93,2,5,de_inferno,0,500,500,500,500,7000,3500,4,5,3,5,5
105889,94.93,2,5,de_inferno,0,500,500,500,500,7000,3500,4,5,3,5,5
105890,74.93,2,5,de_inferno,0,300,331,300,385,6200,3800,2,4,2,3,4
105891,21.6,2,5,de_inferno,1,276,328,300,384,6200,4100,2,4,2,3,4
105892,1.6,2,5,de_inferno,1,100,314,100,379,2050,4700,0,4,1,1,4
105893,174.91,2,6,de_inferno,0,500,500,0,350,19300,22800,0,4,0,5,5
105894,114.91,2,6,de_inferno,0,500,500,100,469,15850,13550,0,5,0,5,5
105895,94.91,2,6,de_inferno,0,489,493,200,466,13400,13550,0,5,0,5,5
105896,74.91,2,6,de_inferno,0,356,293,195,266,11700,7550,0,3,0,4,3
105897,54.91,2,6,de_inferno,0,167,119,95,157,5500,6550,0,2,0,2,2
105898,34.91,2,6,de_inferno,0,67,27,95,109,3400,6850,0,2,0,1,2
105899,174.91,3,6,de_inferno,0,500,500,95,0,31150,21750,0,0,0,5,5
105900,114.89,3,6,de_inferno,0,500,500,500,500,5000,2650,4,5,3,5,5
105901,94.89,3,6,de_inferno,0,500,500,500,500,5000,2350,4,5,3,5,5
105902,74.89,3,6,de_inferno,0,484,222,500,349,5300,700,4,4,3,5,4
105903,54.89,3,6,de_inferno,0,484,219,500,349,5300,700,4,4,3,5,4
105904,34.89,3,6,de_inferno,0,484,24,500,151,5900,450,4,2,3,5,2
105905,14.89,3,6,de_inferno,0,481,24,500,151,5900,450,4,2,3,5,2
105906,174.91,4,6,de_inferno,0,500,500,500,151,22150,8050,4,2,3,5,5
105907,175.0,4,6,de_inferno,0,500,500,500,151,15200,8050,5,2,4,5,5
105908,169.23,4,6,de_inferno,0,500,500,500,351,15200,2900,5,4,4,5,5
105909,109.23,4,6,de_inferno,0,500,500,500,451,15200,550,5,4,4,5,5
105910,89.23,4,6,de_inferno,0,500,498,500,450,15200,550,5,4,4,5,5
105911,69.23,4,6,de_inferno,0,500,498,500,450,15200,550,5,4,4,5,5
105912,49.23,4,6,de_inferno,0,400,391,400,347,8700,850,4,3,3,4,4
105913,29.23,4,6,de_inferno,0,162,293,185,248,3850,1050,2,2,1,2,3
105914,25.3,4,6,de_inferno,1,162,293,185,248,3850,1350,2,2,1,2,3
105915,5.31,4,6,de_inferno,1,162,293,185,248,3850,1350,2,2,1,2,3
105916,174.91,4,7,de_inferno,0,500,500,0,42,23400,18600,0,1,0,5,5
105917,175.0,4,7,de_inferno,0,500,500,0,500,23400,1850,0,5,0,5,5
105918,175.0,4,7,de_inferno,0,500,500,100,500,16300,1850,0,5,1,5,5
105919,162.35,4,7,de_inferno,0,500,500,400,500,3500,1850,0,5,1,5,5
105920,102.35,4,7,de_inferno,0,500,500,500,500,1450,1850,0,5,1,5,5
105921,82.35,4,7,de_inferno,0,500,500,499,500,1450,1850,0,5,1,5,5
105922,62.35,4,7,de_inferno,0,500,500,499,500,1450,1850,0,5,1,5,5
105923,42.35,4,7,de_inferno,0,400,500,399,500,1400,2150,0,5,1,4,5
105924,22.35,4,7,de_inferno,0,173,412,195,498,150,2550,0,5,0,2,5
105925,27.05,4,7,de_inferno,1,173,412,195,498,150,2850,0,5,0,2,5
105926,7.0,4,7,de_inferno,1,100,412,100,498,150,3150,0,5,0,1,5
105928,114.91,4,8,de_inferno,0,500,500,0,493,10650,14900,0,5,0,5,5
105929,94.96,4,8,de_inferno,0,500,500,0,493,10650,14900,0,5,0,5,5
105930,74.96,4,8,de_inferno,0,500,500,0,493,10650,14900,0,5,0,5,5
105931,54.96,4,8,de_inferno,0,300,426,0,455,6800,15500,0,5,0,3,5
105932,39.76,4,8,de_inferno,1,300,426,0,455,6800,15800,0,5,0,3,5
105933,19.76,4,8,de_inferno,1,300,426,0,455,6800,15800,0,5,0,3,5
105934,174.91,4,9,de_inferno,0,500,500,0,446,22650,33300,0,5,0,5,5
105935,114.91,4,9,de_inferno,0,500,500,400,480,550,29450,0,5,0,5,5
105936,94.91,4,9,de_inferno,0,363,300,395,293,1100,17250,0,3,0,4,3
